,,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE
マイジャグラーV,1086,20708,1289,82,54,1.021,383.5,152.3,1103.0,-356.0,4.0,1.0,0.892,1103.0,220.6,5360.0,597.0,22.0,18.0,1.037,297.8,134.0,731.0,68.0,4.0,0.0,1.031,,182.8,3379.0,-150.0,12.0,8.0,0.985,422.4,169.0,6512.0,1453.0,29.0,18.0,1.074,361.8,138.6,3302.0,121.0,11.0,9.0,1.012,366.9,165.1,321.0,-444.0,0.0,0.0,0.539,,
マイジャグラーV,1087,26023,568,94,80,1.007,325.3,149.6,2314.0,544.0,10.0,8.0,1.078,289.2,128.6,3214.0,291.0,15.0,7.0,1.03,459.1,146.1,5513.0,-121.0,18.0,20.0,0.993,275.6,145.1,5672.0,-379.0,18.0,20.0,0.978,283.6,149.3,290.0,-309.0,0.0,0.0,0.645,,,2218.0,-982.0,4.0,4.0,0.852,554.5,277.2,6802.0,1524.0,29.0,21.0,1.075,323.9,136.0
マイジャグラーV,1088,27758,-563,103,80,0.993,347.0,151.7,7494.0,3824.0,41.0,31.0,1.17,241.7,104.1,5332.0,-994.0,19.0,12.0,0.938,444.3,172.0,4619.0,465.0,17.0,15.0,1.034,307.9,144.3,2036.0,-374.0,6.0,4.0,0.939,509.0,203.6,4605.0,-2426.0,9.0,9.0,0.824,511.7,255.8,2596.0,-726.0,8.0,6.0,0.907,432.7,185.4,1076.0,-332.0,3.0,3.0,0.897,358.7,179.3
マイジャグラーV,1089,33449,-2730,104,108,0.973,309.7,157.8,627.0,-474.0,1.0,1.0,0.748,627.0,313.5,6668.0,3.0,24.0,19.0,1.0,350.9,155.1,3701.0,-503.0,11.0,11.0,0.955,336.5,168.2,6299.0,1206.0,25.0,24.0,1.064,262.5,128.6,6233.0,-606.0,18.0,21.0,0.968,296.8,159.8,6533.0,-985.0,17.0,24.0,0.95,272.2,159.3,3388.0,-1371.0,8.0,8.0,0.865,423.5,211.8
マイジャグラーV,1090,20203,-3890,63,50,0.936,404.1,178.8,6088.0,-665.0,23.0,12.0,0.964,507.3,173.9,1351.0,-815.0,2.0,3.0,0.799,450.3,270.2,2698.0,-138.0,9.0,7.0,0.983,385.4,168.6,2627.0,-1041.0,5.0,8.0,0.868,328.4,202.1,595.0,-426.0,1.0,1.0,0.761,595.0,297.5,2027.0,-426.0,8.0,2.0,0.93,1013.5,202.7,4817.0,-379.0,15.0,17.0,0.974,283.4,150.5
マイジャグラーV,1091,23755,1214,95,64,1.017,371.2,149.4,1157.0,391.0,7.0,3.0,1.113,385.7,115.7,4896.0,182.0,19.0,14.0,1.012,349.7,148.4,3793.0,262.0,16.0,8.0,1.023,474.1,158.0,4217.0,132.0,17.0,11.0,1.01,383.4,150.6,4197.0,150.0,15.0,15.0,1.012,279.8,139.9,3312.0,-485.0,11.0,6.0,0.951,552.0,194.8,2183.0,582.0,10.0,7.0,1.089,311.9,128.4
マイジャグラーV,1092,39419,-730,151,102,0.994,386.5,155.8,7265.0,2021.0,36.0,22.0,1.093,330.2,125.3,6303.0,-709.0,23.0,14.0,0.963,450.2,170.4,2452.0,-668.0,8.0,6.0,0.909,408.7,175.1,4689.0,-50.0,17.0,12.0,0.996,390.8,161.7,6593.0,-300.0,25.0,14.0,0.985,470.9,169.1,4707.0,-774.0,16.0,12.0,0.945,392.2,168.1,7410.0,-250.0,26.0,22.0,0.989,336.8,154.4
マイジャグラーV,1093,35460,-2180,118,106,0.98,334.5,158.3,6670.0,-650.0,19.0,28.0,0.968,238.2,141.9,5092.0,-50.0,17.0,17.0,0.997,299.5,149.8,5507.0,-653.0,16.0,16.0,0.96,344.2,172.1,5757.0,32.0,20.0,20.0,1.002,287.8,143.9,6158.0,909.0,30.0,8.0,1.049,769.8,162.1,5088.0,-1265.0,13.0,14.0,0.917,363.4,188.4,1188.0,-503.0,3.0,3.0,0.859,396.0,198.0
マイジャグラーV,1094,16922,-4943,45,40,0.903,423.0,199.1,2359.0,-262.0,8.0,5.0,0.963,471.8,181.5,2981.0,-1959.0,5.0,6.0,0.781,496.8,271.0,3145.0,-915.0,6.0,12.0,0.903,262.1,174.7,1471.0,-368.0,4.0,2.0,0.917,735.5,245.2,1585.0,-550.0,4.0,4.0,0.884,396.2,198.1,1263.0,-568.0,2.0,3.0,0.85,421.0,252.6,4118.0,-321.0,16.0,8.0,0.974,514.8,171.6
マイジャグラーV,1095,19921,-1356,68,55,0.977,362.2,162.0,2678.0,-432.0,9.0,6.0,0.946,446.3,178.5,4655.0,-1688.0,10.0,14.0,0.879,332.5,194.0,532.0,-315.0,1.0,0.0,0.803,,532.0,1187.0,-591.0,2.0,3.0,0.834,395.7,237.4,3669.0,438.0,15.0,10.0,1.04,366.9,146.8,4266.0,-397.0,12.0,17.0,0.969,250.9,147.1,2934.0,1629.0,19.0,5.0,1.185,586.8,122.2
マイジャグラーV,1096,24801,4076,111,62,1.055,400.0,143.4,5100.0,1547.0,27.0,10.0,1.101,510.0,137.8,7694.0,2691.0,37.0,25.0,1.117,307.8,124.1,2637.0,1182.0,16.0,3.0,1.149,879.0,138.8,6794.0,-382.0,23.0,20.0,0.981,339.7,158.0,826.0,-115.0,4.0,1.0,0.954,826.0,165.2,953.0,-179.0,3.0,2.0,0.937,476.5,190.6,797.0,-668.0,1.0,1.0,0.721,797.0,398.5
マイジャグラーV,1097,31910,870,122,98,1.009,325.6,145.0,4359.0,79.0,18.0,14.0,1.006,311.4,136.2,2656.0,-656.0,7.0,8.0,0.918,332.0,177.1,6873.0,315.0,26.0,23.0,1.015,298.8,140.3,6866.0,-324.0,25.0,18.0,0.984,381.4,159.7,468.0,-191.0,2.0,0.0,0.864,,234.0,7588.0,1985.0,32.0,28.0,1.087,271.0,126.5,3100.0,-338.0,12.0,7.0,0.964,442.9,163.2
マイジャグラーV,1098,23134,-82,81,69,0.999,335.3,154.2,2429.0,197.0,10.0,6.0,1.027,404.8,151.8,3599.0,197.0,15.0,7.0,1.018,514.1,163.6,1084.0,-326.0,3.0,2.0,0.9,542.0,216.8,2124.0,-732.0,3.0,9.0,0.885,236.0,177.0,7899.0,1353.0,32.0,24.0,1.057,329.1,141.1,1957.0,-297.0,7.0,5.0,0.949,391.4,163.1,4042.0,-474.0,11.0,16.0,0.961,252.6,149.7
マイジャグラーV,1099,35053,4316,158,84,1.041,417.3,144.8,8337.0,1771.0,42.0,20.0,1.071,416.8,134.5,6425.0,-362.0,22.0,17.0,0.981,377.9,164.7,6275.0,-132.0,27.0,11.0,0.993,570.5,165.1,6991.0,3024.0,39.0,21.0,1.144,332.9,116.5,696.0,-256.0,2.0,1.0,0.877,696.0,232.0,3749.0,597.0,17.0,7.0,1.053,535.6,156.2,2580.0,-326.0,9.0,7.0,0.958,368.6,161.2
ミスタージャグラー,1061,23287,-1450,89,63,0.979,369.6,153.2,,,,,,,,5892.0,53.0,23.0,21.0,1.003,280.6,133.9,3120.0,144.0,13.0,9.0,1.015,346.7,141.8,1967.0,-650.0,6.0,4.0,0.89,491.8,196.7,4656.0,171.0,21.0,10.0,1.012,465.6,150.2,5276.0,238.0,21.0,15.0,1.015,351.7,146.6,2376.0,-1406.0,5.0,4.0,0.803,594.0,264.0
ミスタージャグラー,1062,14784,-1999,54,34,0.955,434.8,168.0,,,,,,,,6683.0,1018.0,30.0,20.0,1.051,334.2,133.7,1625.0,-1053.0,3.0,3.0,0.784,541.7,270.8,1148.0,74.0,6.0,1.0,1.021,1148.0,164.0,920.0,-915.0,0.0,2.0,0.668,460.0,460.0,3068.0,-491.0,11.0,6.0,0.947,511.3,180.5,1340.0,-632.0,4.0,2.0,0.843,670.0,223.3
ミスタージャグラー,1063,20009,-542,78,54,0.991,370.5,151.6,,,,,,,,856.0,-574.0,2.0,0.0,0.776,,428.0,3530.0,-38.0,13.0,11.0,0.996,320.9,147.1,5756.0,912.0,27.0,14.0,1.053,411.1,140.4,4347.0,-265.0,16.0,14.0,0.98,310.5,144.9,1567.0,238.0,9.0,1.0,1.051,1567.0,156.7,3953.0,-815.0,11.0,14.0,0.931,282.4,158.1
ミスタージャグラー,1064,24761,1880,108,65,1.025,380.9,143.1,,,,,,,,6470.0,1771.0,30.0,24.0,1.091,269.6,119.8,5361.0,971.0,28.0,10.0,1.06,536.1,141.1,1121.0,-285.0,4.0,1.0,0.915,1121.0,224.2,1872.0,-915.0,3.0,6.0,0.837,312.0,208.0,7666.0,2250.0,41.0,18.0,1.098,425.9,129.9,2271.0,-1912.0,2.0,6.0,0.719,378.5,283.9
ミスタージャグラー,1065,20016,-776,77,51,0.987,392.5,156.4,,,,,,,,5162.0,397.0,23.0,11.0,1.026,469.3,151.8,1148.0,115.0,5.0,2.0,1.033,574.0,164.0,2004.0,-285.0,6.0,6.0,0.953,334.0,167.0,3311.0,-550.0,10.0,13.0,0.945,254.7,144.0,3427.0,115.0,15.0,6.0,1.011,571.2,163.2,4964.0,-568.0,18.0,13.0,0.962,381.8,160.1
ミスタージャグラー,1066,18591,6,73,54,1.0,344.3,146.4,,,,,,,,1917.0,-582.0,7.0,2.0,0.899,958.5,213.0,1247.0,-215.0,4.0,3.0,0.943,415.7,178.1,3567.0,-1171.0,10.0,11.0,0.891,324.3,169.9,5880.0,1650.0,28.0,22.0,1.094,267.3,117.6,5617.0,456.0,23.0,16.0,1.027,351.1,144.0,363.0,-132.0,1.0,0.0,0.879,,363.0
ミスタージャグラー,1067,27462,949,110,77,1.012,356.6,146.9,,,,,,,,6746.0,-147.0,27.0,15.0,0.993,449.7,160.6,2780.0,-774.0,7.0,11.0,0.907,252.7,154.4,3674.0,26.0,16.0,5.0,1.002,734.8,175.0,612.0,-262.0,2.0,0.0,0.857,,306.0,6230.0,1724.0,33.0,16.0,1.092,389.4,127.1,7420.0,382.0,25.0,30.0,1.017,247.3,134.9
ミスタージャグラー,1107,786,38,3,1,1.016,786.0,196.5,786.0,38.0,3.0,1.0,1.016,786.0,196.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミスタージャグラー,1108,3751,262,17,8,1.023,468.9,150.0,3751.0,262.0,17.0,8.0,1.023,468.9,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミスタージャグラー,1109,763,15,3,1,1.007,763.0,190.8,763.0,15.0,3.0,1.0,1.007,763.0,190.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミスタージャグラー,1110,4240,206,16,17,1.016,249.4,128.5,4240.0,206.0,16.0,17.0,1.016,249.4,128.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミスタージャグラー,1111,3260,-291,11,11,0.97,296.4,148.2,3260.0,-291.0,11.0,11.0,0.97,296.4,148.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミスタージャグラー,1112,3286,444,16,8,1.045,410.8,136.9,3286.0,444.0,16.0,8.0,1.045,410.8,136.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミスタージャグラー,1113,309,-179,1,0,0.807,,309.0,309.0,-179.0,1.0,0.0,0.807,,309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
total,,3634895,-53418,13752,10132,0.995,358.8,152.2,427219.0,-7088.0,1646.0,1138.0,0.994,375.4,153.5,716891.0,-8981.0,2654.0,2101.0,0.996,341.2,150.8,472395.0,-6822.0,1790.0,1279.0,0.995,369.3,153.9,525964.0,-4531.0,2008.0,1469.0,0.997,358.0,151.3,432368.0,-8384.0,1617.0,1233.0,0.994,350.7,151.7,608192.0,-5047.0,2318.0,1710.0,0.997,355.7,151.0,451866.0,-12565.0,1719.0,1202.0,0.991,375.9,154.7
