model_name,unit_no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ファンキージャグラー2,1450,18,16,15,16,2873.0,2420.0,953,38,30,1.035,8977,299.2,132.0,6.14,0.15000000000000002,4,17,13,5,2698.0,674.0,-536,4,0,0.853,1216,0.0,304.0,6.15,0.0,14,15,16,17,3112.0,860.0,2003,34,20,1.096,6963,348.2,128.9,5.82,0.37,2,14,16,4,1616.0,603.0,-793,6,3,0.873,2083,694.3,231.4,6.05,0.0,2,16,13,13,3944.0,1246.0,-350,8,4,0.948,2225,556.2,185.4,5.97,0.0,17,15,18,18,3744.0,2374.0,1746,32,20,1.085,6850,342.5,131.7,5.76,0.42,4,12,10,7,2287.0,506.0,-150,24,11,0.992,5966,542.4,170.5,5.86,0.01,18,11,12,16,1629.0,1163.0,778,39,17,1.031,8422,495.4,150.4,6.06,0.01,9,8,13,7,1.0,1920.0,-122,25,9,0.993,5778,642.0,169.9,6.04,0.0,7,12,12,10,1398.0,1492.0,507,18,10,1.041,4109,410.9,146.8,5.83,0.0,13,10,10,13,526.0,1274.0,1535,28,26,1.077,6650,255.8,123.1,5.8,0.79,11,10,8,7,169.0,-1069.0,-550,20,22,0.971,6375,289.8,151.8,5.87,0.28,14,11,6,10,-717.0,-1369.0,289,33,18,1.012,8006,444.8,157.0,5.86,0.03,3,9,10,7,-1256.0,-383.0,-808,2,2,0.788,1268,634.0,317.0,5.87,0.0,8,7,13,3,-1584.0,60.0,-850,7,5,0.879,2345,469.0,195.4,6.41,0.0,12,7,16,18,-2599.0,2088.0,1275,31,12,1.067,6381,531.8,148.4,5.77,0.05,1,1,7,7,-4896.0,-623.0,-365,1,1,0.808,635,635.0,317.5,5.61,0.0,9,2,9,16,-4796.0,-508.0,1178,29,7,1.071,5546,792.3,154.1,5.84,0.01,1,2,2,3,-6553.0,-2822.0,-1436,5,2,0.802,2418,1209.0,345.4,5.88,0.0,9,2,1,7,-5939.0,-3251.0,-250,27,15,0.987,6615,441.0,157.5,6.16,0.01
ファンキージャグラー2,1451,1,12,1,8,-145.0,-2565.0,-536,7,3,0.911,2013,671.0,201.3,6.21,0.0,11,11,1,3,-1002.0,-2737.0,-836,11,17,0.931,4034,237.3,144.1,6.31,0.0,15,7,13,2,-1431.0,20.0,-1193,17,28,0.943,6999,250.0,155.5,5.73,0.59,11,15,18,7,2023.0,1142.0,-708,18,10,0.949,4587,458.7,163.8,6.52,0.0,18,12,17,18,1738.0,3128.0,1921,40,26,1.074,8622,331.6,130.6,5.91,0.27999999999999997,11,7,10,14,-1048.0,-186.0,-71,12,9,0.993,3262,362.4,155.3,5.87,0.0,18,7,3,14,-156.0,-1380.0,1278,38,31,1.046,9228,297.7,133.7,5.87,0.43,7,7,5,4,-927.0,-397.0,-1393,11,7,0.881,3915,559.3,217.5,6.01,0.0,6,10,6,3,501.0,3.0,-1265,14,9,0.909,4627,514.1,201.2,5.94,0.0,15,11,9,18,844.0,403.0,2261,33,23,1.108,6988,303.8,124.8,5.68,0.73,1,6,6,7,-725.0,-1037.0,-993,2,1,0.771,1445,1445.0,481.7,5.54,0.0,10,13,10,2,632.0,463.0,-865,19,13,0.948,5564,428.0,173.9,6.0,0.02,13,13,13,13,75.0,1363.0,821,34,20,1.035,7855,392.8,145.5,5.9,0.07,18,7,11,15,-2082.0,-380.0,507,32,17,1.023,7369,433.5,150.4,5.98,0.03,5,6,11,13,-2439.0,-195.0,35,6,2,1.008,1421,710.5,177.6,5.68,0.0,5,4,12,5,-3096.0,134.0,-922,7,17,0.922,3945,232.1,164.4,5.48,0.0,16,10,11,14,-1224.0,-366.0,692,31,15,1.033,7026,468.4,152.7,5.85,0.04,13,7,2,12,-2038.0,-2394.0,364,29,16,1.017,7134,445.9,158.5,5.74,0.06,3,3,3,4,-3695.0,-2608.0,-1422,9,6,0.853,3217,536.2,214.5,6.45,0.0,3,3,4,3,-3823.0,-1808.0,-1336,15,18,0.921,5617,312.1,170.2,5.94,0.09999999999999999
ファンキージャグラー2,1452,7,14,14,17,1447.0,2163.0,1578,21,6,1.144,3647,607.8,135.1,5.61,0.0,5,10,9,9,-1224.0,-108.0,-193,6,1,0.954,1404,1404.0,200.6,6.15,0.0,17,11,12,14,-639.0,-37.0,778,33,19,1.035,7373,388.1,141.8,6.07,0.04,7,9,6,8,-796.0,-2051.0,-693,10,5,0.929,3243,648.6,216.2,5.59,0.0,12,8,11,14,-753.0,-23.0,-122,22,11,0.993,5541,503.7,167.9,5.85,0.03,8,6,7,2,-1167.0,-994.0,-1236,7,3,0.85,2738,912.7,273.8,5.88,0.0,10,6,12,15,-967.0,634.0,1335,33,20,1.06,7398,369.9,139.6,5.78,0.24000000000000002,1,4,8,6,-2695.0,-80.0,-1093,6,2,0.833,2183,1091.5,272.9,6.23,0.0,8,4,7,11,-1952.0,363.0,392,29,7,1.023,5713,816.1,158.7,6.32,0.0,8,3,6,11,-3394.0,-565.0,621,21,8,1.048,4303,537.9,148.4,6.02,0.0,10,2,3,8,-4294.0,-2222.0,-650,21,7,0.959,5221,745.9,186.5,6.09,0.0,6,3,5,8,-3509.0,-1965.0,-536,9,7,0.936,2792,398.9,174.5,6.03,0.0,3,1,5,2,-4566.0,-1779.0,-1036,21,17,0.948,6674,392.6,175.6,5.81,0.04,2,6,6,11,-2852.0,-1793.0,-393,4,1,0.892,1214,1214.0,242.8,5.98,0.0,16,5,5,6,-2559.0,-1679.0,-350,23,18,0.982,6321,351.2,154.2,6.01,0.06999999999999999,4,8,9,3,-2345.0,-1194.0,-1050,11,6,0.911,3918,653.0,230.5,5.54,0.0,6,8,3,8,-1388.0,-1737.0,-279,7,1,0.949,1806,1806.0,225.8,5.74,0.0,14,8,7,10,-959.0,-780.0,135,29,23,1.006,7505,326.3,144.3,6.01,0.12,8,8,7,2,-1773.0,-1015.0,-1593,10,9,0.878,4344,482.7,228.6,5.66,0.0,14,9,12,13,-1402.0,442.0,678,28,22,1.032,7139,324.5,142.8,5.75,0.37
ファンキージャグラー2,1453,11,1,4,12,-6471.0,-2195.0,-365,17,11,0.973,4586,416.9,163.8,6.0,0.0,1,1,2,4,-5228.0,-2709.0,-708,1,1,0.732,882,882.0,441.0,5.94,0.0,4,1,2,4,-4385.0,-2980.0,-1122,15,14,0.927,5141,367.2,177.3,5.91,0.060000000000000005,6,2,5,3,-2528.0,-2251.0,-879,6,10,0.897,2836,283.6,177.2,5.81,0.0,10,7,2,4,-928.0,-3397.0,-979,15,11,0.929,4584,416.7,176.3,6.14,0.0,1,12,5,7,2869.0,-1540.0,-393,3,2,0.889,1183,591.5,236.6,5.6,0.0,6,13,5,1,2483.0,-1012.0,-2025,19,9,0.894,6372,708.0,227.6,5.87,0.0,15,15,15,17,4437.0,1748.0,878,26,22,1.046,6299,286.3,131.2,5.94,0.39999999999999997,2,14,10,9,3680.0,1591.0,135,16,7,1.012,3736,533.7,162.4,5.87,0.0,10,16,18,12,4452.0,4274.0,735,23,10,1.05,4939,493.9,149.7,5.84,0.0,7,15,14,10,2424.0,2760.0,721,18,11,1.058,4167,378.8,143.7,5.65,0.0,15,11,16,17,238.0,1968.0,2818,42,25,1.111,8490,339.6,126.7,5.73,0.56,6,9,8,4,-1559.0,-729.0,-779,26,18,0.964,7278,404.3,165.4,6.01,0.02,9,15,17,13,741.0,957.0,-71,17,5,0.994,3837,767.4,174.4,6.03,0.0,12,15,9,14,1662.0,-265.0,121,17,5,1.01,3910,782.0,177.7,5.72,0.0,14,12,7,17,805.0,-1851.0,907,27,25,1.044,6900,276.0,132.7,5.8,0.61,10,6,3,2,-1810.0,-1737.0,-1293,11,10,0.894,4074,407.4,194.0,6.01,0.0,7,10,14,3,-410.0,1077.0,-1465,11,16,0.901,4935,308.4,182.8,5.76,0.0,13,9,17,15,-881.0,3392.0,1021,30,13,1.052,6588,506.8,153.2,5.69,0.08,16,6,16,16,-2667.0,1635.0,1521,34,20,1.069,7328,366.4,135.7,5.86,0.21
ファンキージャグラー2,1454,17,6,7,15,-2548.0,-1408.0,564,31,25,1.024,7921,316.8,141.4,5.87,0.27,14,2,14,1,-3677.0,739.0,-1222,16,12,0.919,5011,417.6,179.0,6.19,0.01,13,6,15,7,-2691.0,468.0,-750,24,17,0.964,6917,406.9,168.7,5.9,0.03,17,6,14,18,-1620.0,53.0,2711,41,16,1.124,7312,457.0,128.3,5.93,0.09999999999999999,11,4,1,2,-2710.0,-3851.0,-1493,15,13,0.903,5134,394.9,183.4,6.16,0.01,14,3,1,3,-2082.0,-2923.0,-1165,16,10,0.921,4901,490.1,188.5,6.08,0.0,16,3,1,3,-1753.0,-1994.0,-1193,26,30,0.954,8694,289.8,155.2,5.94,0.17,8,5,4,10,-2253.0,-480.0,-565,15,7,0.954,4081,583.0,185.5,5.94,0.0,11,5,11,6,-1367.0,1706.0,-236,24,10,0.987,5933,593.3,174.5,5.88,0.01,17,8,10,9,-367.0,1077.0,321,28,21,1.015,7265,346.0,148.3,5.82,0.18,9,7,7,16,-553.0,-80.0,1621,25,11,1.116,4647,422.5,129.1,5.86,0.0,5,9,1,2,-710.0,-3394.0,-865,8,4,0.895,2749,687.2,229.1,5.8,0.0,4,8,2,3,-1581.0,-2208.0,-836,26,12,0.96,7012,584.3,184.5,5.89,0.0,12,13,8,2,487.0,-608.0,-1693,19,8,0.899,5568,696.0,206.2,6.29,0.0,14,13,17,15,744.0,1220.0,321,19,11,1.024,4553,413.9,151.8,5.84,0.0,18,10,17,16,-885.0,2363.0,764,30,23,1.033,7806,339.4,147.3,5.61,0.45999999999999996,12,4,13,12,-2985.0,-137.0,135,24,10,1.008,5629,562.9,165.6,5.87,0.02,18,1,12,18,-5145.0,960.0,1464,33,35,1.057,8554,244.4,125.8,5.77,0.87,6,1,5,1,-7545.0,-1940.0,-1736,9,9,0.846,3767,418.6,209.3,6.31,0.0,18,1,7,15,-7202.0,-1512.0,1232,36,27,1.047,8682,321.6,137.8,5.79,0.38
 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ハッピージャグラーVIII,1430,7,8,11,10,105.0,650.0,-14,19,12,0.999,4892,407.7,157.8,0.0,0.0,3,11,14,14,-117.0,2056.0,-14,8,3,0.997,1641,547.0,149.2,0.0,0.0,9,8,12,12,-1039.0,1191.0,678,25,18,1.037,6148,341.6,143.0,0.0,0.18,14,6,7,15,-2125.0,-737.0,1392,30,28,1.065,7191,256.8,124.0,0.0,0.7,2,3,2,6,-3453.0,-1937.0,-879,8,3,0.877,2386,795.3,216.9,0.0,0.0,7,8,6,1,-3024.0,-1294.0,-1250,3,6,0.777,1870,311.7,207.8,0.0,0.0,12,11,12,10,808.0,-980.0,192,29,13,1.01,6437,495.2,153.3,0.0,0.02,9,11,6,14,51.0,-1580.0,-236,14,10,0.98,3917,391.7,163.2,0.0,0.0,9,14,7,7,1651.0,-1280.0,-936,10,9,0.913,3602,400.2,189.6,0.0,0.0,3,14,9,4,3065.0,-794.0,-408,6,4,0.926,1839,459.8,183.9,0.0,0.0,5,15,15,13,2823.0,2196.0,64,11,6,1.008,2818,469.7,165.8,0.0,0.0,5,9,13,12,1437.0,1567.0,-450,8,6,0.936,2361,393.5,168.6,0.0,0.0,12,11,16,14,2079.0,3381.0,2582,35,32,1.106,8113,253.5,121.1,0.0,0.78,9,5,14,7,-182.0,1277.0,-565,13,8,0.951,3829,478.6,182.3,0.0,0.0,16,14,11,16,2344.0,1192.0,1364,29,23,1.067,6759,293.9,130.0,0.0,0.45,9,11,2,12,372.0,-1494.0,478,22,15,1.029,5444,362.9,147.1,0.0,0.13,1,12,3,4,944.0,-1780.0,-650,0,1,0.67,657,657.0,657.0,0.0,0.0,2,15,4,1,1758.0,-809.0,-1322,4,3,0.799,2196,732.0,313.7,0.0,0.0,9,13,16,14,1887.0,2474.0,192,16,6,1.018,3477,579.5,158.0,0.0,0.0,7,13,14,8,1666.0,1674.0,321,27,16,1.016,6542,408.9,152.1,0.0,0.05
ハッピージャグラーVIII,1431,5,3,7,9,-1938.0,-422.0,-57,15,12,0.995,3745,312.1,138.7,0.0,0.0,8,5,5,11,-1560.0,-801.0,-279,5,6,0.951,1901,316.8,172.8,0.0,0.0,5,5,5,7,-1946.0,-730.0,-86,17,11,0.993,4376,397.8,156.3,0.0,0.0,5,7,6,6,-1710.0,-823.0,-436,10,5,0.949,2859,571.8,190.6,0.0,0.0,12,9,3,9,-1367.0,-1080.0,-208,23,20,0.989,6532,326.6,151.9,0.0,0.13,8,10,11,11,-2224.0,-551.0,-179,9,2,0.972,2110,1055.0,191.8,0.0,0.0,4,10,11,5,-1638.0,-1037.0,-693,16,11,0.95,4625,420.5,171.3,0.0,0.0,16,10,11,15,-667.0,-194.0,321,27,16,1.016,6672,417.0,155.2,0.0,0.04,8,7,11,12,-938.0,-608.0,-665,14,4,0.934,3368,842.0,187.1,0.0,0.0,11,8,8,9,-152.0,-1008.0,150,24,15,1.009,5817,387.8,149.2,0.0,0.08,10,7,4,11,90.0,-751.0,-93,17,10,0.993,4342,434.2,160.8,0.0,0.0,6,5,8,4,-39.0,-380.0,-1065,4,10,0.855,2441,244.1,174.4,0.0,0.0,5,7,11,8,933.0,735.0,407,26,22,1.019,7183,326.5,149.6,0.0,0.14,6,13,12,13,1887.0,449.0,278,12,6,1.034,2699,449.8,149.9,0.0,0.0,4,13,9,11,1873.0,563.0,50,9,4,1.009,1923,480.8,147.9,0.0,0.0,5,14,8,10,1458.0,291.0,121,14,9,1.012,3390,376.7,147.4,0.0,0.0,8,14,8,11,2269.0,77.0,392,19,9,1.031,4238,470.9,151.4,0.0,0.0,14,16,14,7,2627.0,1046.0,-222,29,25,0.991,8010,320.4,148.3,0.0,0.14,2,16,13,10,4413.0,1532.0,-93,6,3,0.981,1603,534.3,178.1,0.0,0.0,16,15,13,14,3713.0,1260.0,1361,37,26,1.052,8775,337.5,139.3,0.0,0.16999999999999998
ハッピージャグラーVIII,1432,8,11,13,14,452.0,1296.0,1064,24,11,1.072,4930,448.2,140.9,0.0,0.0,4,3,12,7,-1648.0,410.0,-379,4,4,0.923,1642,410.5,205.2,0.0,0.0,10,4,7,11,-2262.0,-504.0,611,29,17,1.031,6589,387.6,143.2,0.0,0.1,4,2,5,10,-3638.0,-1508.0,178,12,8,1.021,2842,355.2,142.1,0.0,0.0,4,2,4,2,-3916.0,-1022.0,-1293,4,9,0.834,2601,289.0,200.1,0.0,0.0,5,7,8,9,-3373.0,-765.0,-393,3,2,0.89,1189,594.5,237.8,0.0,0.0,13,14,10,13,2680.0,-1365.0,664,28,14,1.033,6616,472.6,157.5,0.0,0.02,5,13,3,3,394.0,-2794.0,-1036,6,7,0.869,2627,375.3,202.1,0.0,0.0,7,11,5,5,65.0,-1858.0,-993,9,6,0.891,3043,507.2,202.9,0.0,0.0,1,13,5,3,1893.0,-1615.0,-765,2,2,0.773,1121,560.5,280.2,0.0,0.0,9,12,16,10,1893.0,4810.0,-100,16,12,0.992,4119,343.2,147.1,0.0,0.0,1,8,16,6,1371.0,3288.0,-750,1,1,0.721,895,895.0,447.5,0.0,0.0,13,8,14,16,1485.0,2673.0,5660,48,36,1.23,8188,227.4,97.5,0.0,0.98,4,1,2,1,-5697.0,-2152.0,-1622,3,5,0.764,2290,458.0,286.2,0.0,0.0,13,1,4,1,-4297.0,-1295.0,-1365,14,16,0.91,5033,314.6,167.8,0.0,0.11,16,3,6,13,-1954.0,-552.0,835,32,38,1.03,9150,240.8,130.7,0.0,0.74,2,8,2,3,-293.0,-2023.0,-765,3,2,0.811,1346,673.0,269.2,0.0,0.0,1,10,1,5,-278.0,-2780.0,-622,4,1,0.854,1423,1423.0,284.6,0.0,0.0,15,9,2,5,-264.0,-2380.0,-636,16,16,0.958,5096,318.5,159.2,0.0,0.14,6,10,7,2,-64.0,-766.0,-1522,20,15,0.921,6393,426.2,182.7,0.0,0.01
ハッピージャグラーVIII,1433,3,16,16,10,4814.0,3397.0,-14,12,4,0.998,2607,651.8,162.9,0.0,0.0,5,15,15,8,4249.0,2532.0,-350,5,5,0.93,1673,334.6,167.3,0.0,0.0,16,16,16,16,3706.0,5807.0,3761,42,32,1.148,8495,265.5,114.8,0.0,0.83,9,8,12,3,-1534.0,1510.0,-879,13,10,0.929,4148,414.8,180.3,0.0,0.0,16,8,16,16,-1748.0,2296.0,2925,39,39,1.11,8850,226.9,113.5,0.0,0.9299999999999999,9,2,7,6,-5181.0,-1208.0,-536,11,12,0.952,3722,310.2,161.8,0.0,0.0,7,5,9,9,-2449.0,-1565.0,-93,21,14,0.995,5928,423.4,169.4,0.0,0.03,7,9,2,8,-906.0,-2951.0,-579,12,7,0.942,3324,474.9,174.9,0.0,0.0,5,9,2,9,-620.0,-3465.0,-893,4,5,0.834,1793,358.6,199.2,0.0,0.0,5,6,1,1,-863.0,-3080.0,-1479,3,1,0.744,1929,1929.0,482.2,0.0,0.0,7,9,14,3,508.0,595.0,-1093,9,5,0.886,3190,638.0,227.9,0.0,0.0,8,12,15,8,2093.0,3138.0,-508,8,5,0.935,2596,519.2,199.7,0.0,0.0,14,14,15,13,3151.0,3353.0,2196,41,22,1.088,8361,380.0,132.7,0.0,0.16,15,6,9,15,-38.0,21.0,1450,32,13,1.074,6572,505.5,146.0,0.0,0.03,12,3,2,8,-2581.0,-1537.0,-293,19,9,0.98,4969,552.1,177.5,0.0,0.0,1,1,5,1,-2596.0,-752.0,-1136,2,4,0.784,1753,438.2,292.2,0.0,0.0,7,9,12,8,-25.0,934.0,-108,16,10,0.991,4015,401.5,154.4,0.0,0.0,8,11,7,11,147.0,49.0,492,20,11,1.039,4241,385.5,136.8,0.0,0.0,16,12,3,15,1233.0,-1536.0,550,29,21,1.024,7600,361.9,152.0,0.0,0.07,5,7,2,3,-1428.0,-2394.0,-993,20,14,0.945,6036,431.1,177.5,0.0,0.01
ハッピージャグラーVIII,1434,10,13,8,2,838.0,-93.0,-1093,14,13,0.929,5167,397.5,191.4,0.0,0.02,1,12,10,12,195.0,250.0,-250,1,0,0.801,419,0.0,419.0,0.0,0.0,14,11,15,13,-491.0,2739.0,1250,32,31,1.051,8161,263.3,129.5,0.0,0.6200000000000001,2,5,11,5,-2134.0,1324.0,-750,5,2,0.868,1891,945.5,270.1,0.0,0.0,15,7,14,15,-2106.0,1681.0,2239,33,34,1.095,7828,230.2,116.8,0.0,0.8800000000000001,10,3,2,12,-4838.0,-2294.0,-165,14,11,0.987,4093,372.1,163.7,0.0,0.0,11,1,2,7,-4823.0,-3065.0,-393,19,19,0.979,6300,331.6,165.8,0.0,0.07,12,1,1,1,-4809.0,-3065.0,-1736,15,14,0.891,5319,379.9,183.4,0.0,0.03,12,1,3,7,-3281.0,-2051.0,-936,15,7,0.929,4406,629.4,200.3,0.0,0.0,2,1,6,7,-3124.0,-1608.0,-393,3,2,0.887,1161,580.5,232.2,0.0,0.0,1,3,3,6,-2367.0,-1365.0,-722,2,1,0.807,1244,1244.0,414.7,0.0,0.0,4,2,4,9,-2267.0,-1022.0,-493,8,3,0.928,2270,756.7,206.4,0.0,0.0,3,3,4,5,-2253.0,-737.0,-150,25,21,0.993,6816,324.6,148.2,0.0,0.16,14,3,4,10,-611.0,-1366.0,-379,23,17,0.979,6063,356.6,151.6,0.0,0.1,15,5,6,9,-325.0,-623.0,-208,19,15,0.986,5107,340.5,150.2,0.0,0.15000000000000002,6,7,4,2,-782.0,-1037.0,-779,11,11,0.935,3965,360.5,180.2,0.0,0.0,12,13,5,10,2065.0,-737.0,364,27,19,1.017,7018,369.4,152.6,0.0,0.07,13,12,8,5,479.0,391.0,-622,22,24,0.969,6786,282.8,147.5,0.0,0.28,3,15,12,6,3790.0,920.0,-479,5,4,0.911,1789,447.2,198.8,0.0,0.0,14,16,12,15,4804.0,734.0,1492,34,33,1.058,8582,260.1,128.1,0.0,0.6699999999999999
ハッピージャグラーVIII,1435,16,10,12,8,414.0,1006.0,-93,29,24,0.996,7783,324.3,146.8,0.0,0.15,11,9,11,9,-372.0,291.0,-308,12,11,0.972,3621,329.2,157.4,0.0,0.0,13,14,6,14,914.0,-666.0,1407,32,28,1.063,7437,265.6,124.0,0.0,0.68,7,11,1,4,-229.0,-2595.0,-808,12,8,0.926,3637,454.6,181.8,0.0,0.0,6,13,8,3,1318.0,216.0,-1265,7,14,0.888,3751,267.9,178.6,0.0,0.0,4,15,13,7,2569.0,602.0,-522,2,0,0.804,887,0.0,443.5,0.0,0.0,15,15,16,15,2741.0,2102.0,2003,36,29,1.08,8340,287.6,128.3,0.0,0.53,15,14,12,5,488.0,363.0,-879,18,21,0.954,6364,303.0,163.2,0.0,0.12,16,13,14,16,802.0,1981.0,978,32,22,1.045,7278,330.8,134.8,0.0,0.26,10,10,13,11,1074.0,989.0,264,16,12,1.021,4186,348.8,149.5,0.0,0.0,15,13,11,15,2460.0,375.0,739,31,21,1.033,7463,355.4,143.5,0.0,0.12,9,10,5,14,1856.0,-614.0,-14,9,9,0.998,2692,299.1,149.6,0.0,0.0,16,9,3,4,1813.0,-1165.0,-350,28,27,0.986,8487,314.3,154.3,0.0,0.11,7,11,11,11,1413.0,435.0,-250,9,8,0.97,2739,342.4,161.1,0.0,0.0,1,10,14,7,1255.0,2335.0,-565,2,0,0.76,785,0.0,392.5,0.0,0.0,11,9,14,14,327.0,3035.0,1250,31,23,1.062,6759,293.9,125.2,0.0,0.53,13,1,15,15,-3591.0,1728.0,1650,27,35,1.078,7026,200.7,113.3,0.0,0.9400000000000001,6,1,5,10,-5677.0,-672.0,135,14,13,1.011,4075,313.5,150.9,0.0,0.0,12,2,6,11,-3659.0,-1215.0,-57,15,14,0.996,4428,316.3,152.7,0.0,0.0,1,1,1,4,-4995.0,-2651.0,-750,13,6,0.936,3918,653.0,206.2,0.0,0.0
ハッピージャグラーVIII,1436,14,14,15,16,3591.0,2060.0,2475,34,28,1.113,7309,261.0,117.9,0.0,0.77,13,10,7,15,-292.0,-680.0,635,26,17,1.032,6533,384.3,151.9,0.0,0.07,2,10,9,3,-577.0,453.0,-1050,12,8,0.911,3940,492.5,197.0,0.0,0.0,8,9,10,7,-620.0,781.0,-265,16,8,0.977,3851,481.4,160.5,0.0,0.0,14,10,15,14,-1363.0,1796.0,1768,34,17,1.084,7004,412.0,137.3,0.0,0.1,13,9,5,3,-2981.0,-1380.0,-722,21,10,0.957,5643,564.3,182.0,0.0,0.0,10,7,14,14,-2124.0,-308.0,750,27,19,1.04,6272,330.1,136.3,0.0,0.25,3,2,4,2,-3567.0,-2151.0,-1408,1,2,0.706,1595,797.5,531.7,0.0,0.0,15,6,6,15,-1595.0,-1751.0,350,29,18,1.016,7143,396.8,152.0,0.0,0.05,8,2,4,2,-2510.0,-1951.0,-1093,6,6,0.857,2541,423.5,211.8,0.0,0.0,3,14,5,4,2630.0,-723.0,-1008,3,3,0.781,1531,510.3,255.2,0.0,0.0,12,14,6,15,2745.0,-408.0,150,18,7,1.012,4040,577.1,161.6,0.0,0.0,11,12,6,7,2745.0,6.0,135,28,25,1.006,8027,321.1,151.5,0.0,0.12,10,14,6,6,1931.0,-694.0,-693,14,10,0.947,4334,433.4,180.6,0.0,0.0,9,11,16,14,1688.0,4046.0,564,12,14,1.059,3197,228.4,123.0,0.0,0.0,7,10,13,4,345.0,2589.0,-565,14,9,0.955,4202,466.9,182.7,0.0,0.0,16,16,16,16,3385.0,3304.0,4047,44,35,1.149,9049,258.5,114.5,0.0,0.87,5,4,3,3,-2612.0,-1422.0,-893,12,8,0.924,3938,492.2,196.9,0.0,0.0,14,14,4,13,2973.0,-1465.0,150,19,14,1.011,4726,337.6,143.2,0.0,0.0,15,14,2,6,2473.0,-2394.0,-679,30,30,0.974,8645,288.2,144.1,0.0,0.28
ハッピージャグラーVIII,1437,11,5,2,1,-771.0,-2812.0,-2411,13,8,0.851,5377,672.1,256.0,0.0,0.0,7,14,13,4,1304.0,877.0,-679,7,2,0.877,1834,917.0,203.8,0.0,0.0,12,13,14,9,404.0,2634.0,278,29,13,1.014,6644,511.1,158.2,0.0,0.01,11,13,13,14,333.0,1720.0,1278,28,9,1.084,5091,565.7,137.6,0.0,0.06,9,4,10,12,-3420.0,763.0,1078,31,11,1.058,6210,564.5,147.9,0.0,0.02,6,1,10,4,-5291.0,-651.0,-636,3,4,0.842,1344,336.0,192.0,0.0,0.0,9,9,8,11,-1859.0,-1594.0,321,24,13,1.018,6049,465.3,163.5,0.0,0.02,13,3,5,12,-2988.0,-1708.0,-336,18,17,0.98,5726,336.8,163.6,0.0,0.08,11,3,1,1,-2695.0,-3847.0,-1579,10,8,0.869,4018,502.2,223.2,0.0,0.0,12,4,2,10,-1809.0,-3061.0,207,27,16,1.011,6495,405.9,151.0,0.0,0.05,8,4,7,1,-1781.0,-472.0,-2475,5,6,0.757,3396,566.0,308.7,0.0,0.0,10,15,12,5,3126.0,1195.0,-793,8,6,0.904,2749,458.2,196.4,0.0,0.0,10,10,13,15,1872.0,1945.0,2796,41,22,1.124,7518,341.7,119.3,0.0,0.48,12,4,3,5,-532.0,-1544.0,-808,17,16,0.948,5187,324.2,157.2,0.0,0.13,6,8,7,10,497.0,-501.0,-43,9,2,0.993,2098,1049.0,190.7,0.0,0.0,13,4,11,3,-1742.0,1974.0,-693,26,20,0.969,7523,376.2,163.5,0.0,0.03,15,5,10,9,-1149.0,620.0,235,34,27,1.009,8912,330.1,146.1,0.0,0.12,10,6,11,16,-1477.0,777.0,2432,29,15,1.159,5090,339.3,115.7,0.0,0.5,10,1,5,1,-3688.0,-1434.0,-2047,7,8,0.808,3546,443.2,236.4,0.0,0.0,12,8,5,9,-1073.0,-1669.0,392,37,19,1.016,8376,440.8,149.6,0.0,0.02
