,,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE
i: ゴーゴージャグラー3,839,14045,-738,0.982,401.3,157.8,2880.0,-866.0,0.9,411.4,180.0,1101.0,-17.0,0.995,550.5,157.3,927.0,-390.0,0.86,309.0,185.4,4445.0,314.0,1.024,341.9,138.9,2290.0,87.0,1.013,572.5,163.6,2402.0,134.0,1.019,400.3,160.1
i: ゴーゴージャグラー3,840,16244,-2174,0.955,416.5,165.8,6514.0,0.0,1.0,434.3,148.0,1150.0,-610.0,0.823,287.5,191.7,2997.0,-1058.0,0.882,374.6,187.3,1313.0,64.0,1.016,437.7,145.9,3051.0,-250.0,0.973,508.5,179.5,1219.0,-320.0,0.912,406.3,203.2
i: ゴーゴージャグラー3,841,16760,4011,1.08,429.7,136.3,1733.0,959.0,1.184,346.6,108.3,2191.0,-331.0,0.95,313.0,156.5,2028.0,180.0,1.03,676.0,156.0,1309.0,343.0,1.087,654.5,145.4,5936.0,1593.0,1.089,371.0,131.9,3563.0,1267.0,1.119,593.8,137.0
i: ゴーゴージャグラー3,842,22189,1193,1.018,321.6,139.6,2995.0,-1035.0,0.885,332.8,166.4,4244.0,1570.0,1.123,282.9,117.9,2304.0,-680.0,0.902,384.0,177.2,3253.0,285.0,1.029,295.7,130.1,5482.0,384.0,1.023,421.7,148.2,3911.0,669.0,1.057,260.7,130.4
i: ゴーゴージャグラー3,843,16604,-1576,0.968,286.3,145.6,6724.0,541.0,1.027,192.1,115.9,1338.0,-564.0,0.859,1338.0,267.6,768.0,-541.0,0.765,384.0,256.0,3722.0,285.0,1.026,372.2,132.9,1417.0,-1105.0,0.74,708.5,354.2,2635.0,-192.0,0.976,329.4,164.7
i: ゴーゴージャグラー3,844,13371,1035,1.026,445.7,148.6,4122.0,1686.0,1.136,343.5,114.5,2111.0,453.0,1.072,422.2,140.7,1207.0,134.0,1.037,1207.0,172.4,1621.0,-250.0,0.949,405.2,162.1,2125.0,-122.0,0.981,1062.5,193.2,2185.0,-866.0,0.868,364.2,198.6
i: ゴーゴージャグラー3,845,15953,3774,1.079,332.4,126.6,5776.0,1105.0,1.064,361.0,128.4,1322.0,500.0,1.126,661.0,132.2,803.0,-52.0,0.978,803.0,200.8,2221.0,-320.0,0.952,277.6,138.8,4267.0,3279.0,1.256,251.0,97.0,1564.0,-738.0,0.843,391.0,223.4
i: ゴーゴージャグラー3,846,16922,802,1.016,445.3,151.1,5278.0,3326.0,1.21,310.5,101.5,745.0,-576.0,0.742,,745.0,5366.0,-733.0,0.954,447.2,167.7,527.0,-366.0,0.769,,527.0,2866.0,-692.0,0.92,409.4,191.1,2140.0,-157.0,0.976,1070.0,194.5
i: ゴーゴージャグラー3,847,19253,-2995,0.948,291.7,151.6,7108.0,1523.0,1.071,215.4,116.5,1792.0,-669.0,0.876,448.0,199.1,466.0,-517.0,0.63,466.0,466.0,7364.0,-1640.0,0.926,283.2,150.3,1109.0,-1151.0,0.654,,1109.0,1414.0,-541.0,0.872,707.0,235.7
i: ゴーゴージャグラー3,848,21263,896,1.014,312.7,140.8,1252.0,273.0,1.073,1252.0,156.5,2899.0,-645.0,0.926,483.2,170.5,2820.0,959.0,1.113,705.0,141.0,1019.0,-203.0,0.934,1019.0,203.8,8305.0,297.0,1.012,180.5,118.6,4968.0,215.0,1.014,496.8,160.3
その他,751,3761,-1360,0.879,417.9,197.9,3761.0,-1360.0,0.879,417.9,197.9,,,,,,,,,,,,,,,,,,,,,,,,,
その他,752,1755,-308,0.942,351.0,195.0,1755.0,-308.0,0.942,351.0,195.0,,,,,,,,,,,,,,,,,,,,,,,,,
その他,753,4033,1477,1.122,336.1,130.1,4033.0,1477.0,1.122,336.1,130.1,,,,,,,,,,,,,,,,,,,,,,,,,
その他,754,1666,76,1.015,416.5,151.5,1666.0,76.0,1.015,416.5,151.5,,,,,,,,,,,,,,,,,,,,,,,,,
その他,755,1303,599,1.153,1303.0,144.8,1303.0,599.0,1.153,1303.0,144.8,,,,,,,,,,,,,,,,,,,,,,,,,
その他,756,4827,-366,0.975,301.7,155.7,4827.0,-366.0,0.975,301.7,155.7,,,,,,,,,,,,,,,,,,,,,,,,,
その他,757,5114,1651,1.108,243.5,118.9,5114.0,1651.0,1.108,243.5,118.9,,,,,,,,,,,,,,,,,,,,,,,,,
その他,758,4796,965,1.067,368.9,137.0,4796.0,965.0,1.067,368.9,137.0,,,,,,,,,,,,,,,,,,,,,,,,,
その他,759,4018,215,1.018,334.8,138.6,4018.0,215.0,1.018,334.8,138.6,,,,,,,,,,,,,,,,,,,,,,,,,
その他,760,3610,802,1.074,328.2,128.9,3610.0,802.0,1.074,328.2,128.9,,,,,,,,,,,,,,,,,,,,,,,,,
その他,761,739,-448,0.798,739.0,246.3,739.0,-448.0,0.798,739.0,246.3,,,,,,,,,,,,,,,,,,,,,,,,,
その他,762,5109,593,1.039,300.5,138.1,5109.0,593.0,1.039,300.5,138.1,,,,,,,,,,,,,,,,,,,,,,,,,
その他,763,1735,-297,0.943,433.8,173.5,1735.0,-297.0,0.943,433.8,173.5,,,,,,,,,,,,,,,,,,,,,,,,,
その他,764,420,-308,0.756,,420.0,420.0,-308.0,0.756,,420.0,,,,,,,,,,,,,,,,,,,,,,,,,
その他,765,1202,-110,0.969,601.0,200.3,1202.0,-110.0,0.969,601.0,200.3,,,,,,,,,,,,,,,,,,,,,,,,,
その他,766,3091,320,1.035,515.2,154.6,3091.0,320.0,1.035,515.2,154.6,,,,,,,,,,,,,,,,,,,,,,,,,
その他,767,918,-808,0.707,,918.0,918.0,-808.0,0.707,,918.0,,,,,,,,,,,,,,,,,,,,,,,,,
その他,768,3359,-448,0.956,373.2,168.0,3359.0,-448.0,0.956,373.2,168.0,,,,,,,,,,,,,,,,,,,,,,,,,
その他,769,2783,-17,0.998,556.6,163.7,2783.0,-17.0,0.998,556.6,163.7,,,,,,,,,,,,,,,,,,,,,,,,,
その他,770,2528,-564,0.926,632.0,210.7,2528.0,-564.0,0.926,632.0,210.7,,,,,,,,,,,,,,,,,,,,,,,,,
その他,771,4157,-1081,0.913,296.9,173.2,4157.0,-1081.0,0.913,296.9,173.2,,,,,,,,,,,,,,,,,,,,,,,,,
その他,772,4543,273,1.02,504.8,162.2,4543.0,273.0,1.02,504.8,162.2,,,,,,,,,,,,,,,,,,,,,,,,,
その他,773,1015,-587,0.807,,338.3,1015.0,-587.0,0.807,,338.3,,,,,,,,,,,,,,,,,,,,,,,,,
その他,774,920,-680,0.754,920.0,306.7,920.0,-680.0,0.754,920.0,306.7,,,,,,,,,,,,,,,,,,,,,,,,,
その他,775,5305,157,1.01,265.2,139.6,5305.0,157.0,1.01,265.2,139.6,,,,,,,,,,,,,,,,,,,,,,,,,
その他,776,778,-227,0.903,,259.3,778.0,-227.0,0.903,,259.3,,,,,,,,,,,,,,,,,,,,,,,,,
その他,777,2331,-6837,0.022,582.8,582.8,2331.0,-6837.0,0.022,582.8,582.8,,,,,,,,,,,,,,,,,,,,,,,,,
その他,778,5846,872,1.05,417.6,132.9,5846.0,872.0,1.05,417.6,132.9,,,,,,,,,,,,,,,,,,,,,,,,,
その他,779,656,-238,0.879,656.0,218.7,656.0,-238.0,0.879,656.0,218.7,,,,,,,,,,,,,,,,,,,,,,,,,
その他,780,3004,-936,0.896,429.1,200.3,3004.0,-936.0,0.896,429.1,200.3,,,,,,,,,,,,,,,,,,,,,,,,,
その他,781,1627,-413,0.915,406.8,180.8,1627.0,-413.0,0.915,406.8,180.8,,,,,,,,,,,,,,,,,,,,,,,,,
その他,782,8589,4012,1.156,268.4,114.5,8589.0,4012.0,1.156,268.4,114.5,,,,,,,,,,,,,,,,,,,,,,,,,
その他,783,928,-41,0.985,928.0,185.6,928.0,-41.0,0.985,928.0,185.6,,,,,,,,,,,,,,,,,,,,,,,,,
その他,784,2273,413,1.061,568.2,151.5,2273.0,413.0,1.061,568.2,151.5,,,,,,,,,,,,,,,,,,,,,,,,,
その他,785,1500,-262,0.942,750.0,187.5,1500.0,-262.0,0.942,750.0,187.5,,,,,,,,,,,,,,,,,,,,,,,,,
その他,786,1086,-692,0.788,,362.0,1086.0,-692.0,0.788,,362.0,,,,,,,,,,,,,,,,,,,,,,,,,
その他,787,5272,-29,0.998,405.5,164.8,5272.0,-29.0,0.998,405.5,164.8,,,,,,,,,,,,,,,,,,,,,,,,,
その他,788,1593,-797,0.833,1593.0,265.5,1593.0,-797.0,0.833,1593.0,265.5,,,,,,,,,,,,,,,,,,,,,,,,,
total,,1683229,-64621,0.987,378.1,155.5,370479.0,4036.0,1.004,349.8,147.4,267551.0,-5703.0,0.993,377.4,155.0,247128.0,-17832.0,0.976,389.8,158.9,263438.0,-30472.0,0.961,423.5,166.3,297616.0,-3176.0,0.996,375.8,153.7,237017.0,-11474.0,0.984,372.7,157.0
